Berichtszeitpunkt	Impfung	Zielgruppe	Impfstatus	Altersgruppe	Bundesland_Name	Bundesland_short	KV_Region_Name	KV_Region_short	Landkreis_Name	Regionalschluessel_Kreis	Bevoelkerung_Gewicht	Impfquote
2022/23	Influenza	Schwangere	1 Dosis	30-34	Bayern	BY	Bayern	BY	NA	NA	34471	17.20287
2022/23	Influenza	Schwangere	1 Dosis	35-39	Bayern	BY	Bayern	BY	NA	NA	18367	19.87804
2022/23	Influenza	Schwangere	1 Dosis	40-49	Bayern	BY	Bayern	BY	NA	NA	4056	18.98422
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Bayern	BY	Bayern	BY	NA	NA	87569	15.87776
2022/23	Influenza	Schwangere	1 Dosis	15-19	Berlin	BE	Berlin	BE	NA	NA	475	17.68421
2022/23	Influenza	Schwangere	1 Dosis	20-24	Berlin	BE	Berlin	BE	NA	NA	2586	19.68291
2022/23	Influenza	Schwangere	1 Dosis	25-29	Berlin	BE	Berlin	BE	NA	NA	5981	22.3374
2022/23	Influenza	Schwangere	1 Dosis	30-34	Berlin	BE	Berlin	BE	NA	NA	9400	31.04255
2022/23	Influenza	Schwangere	1 Dosis	35-39	Berlin	BE	Berlin	BE	NA	NA	6587	34.50736
2022/23	Influenza	Schwangere	1 Dosis	40-49	Berlin	BE	Berlin	BE	NA	NA	1758	30.03413
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Berlin	BE	Berlin	BE	NA	NA	26787	28.55116
2022/23	Influenza	Schwangere	1 Dosis	15-19	Brandenburg	BB	Brandenburg	BB	NA	NA	331	16.3142
2022/23	Influenza	Schwangere	1 Dosis	20-24	Brandenburg	BB	Brandenburg	BB	NA	NA	1414	18.45827
2022/23	Influenza	Schwangere	1 Dosis	25-29	Brandenburg	BB	Brandenburg	BB	NA	NA	2842	19.63406
2022/23	Influenza	Schwangere	1 Dosis	30-34	Brandenburg	BB	Brandenburg	BB	NA	NA	4151	20.93471
2022/23	Influenza	Schwangere	1 Dosis	35-39	Brandenburg	BB	Brandenburg	BB	NA	NA	2641	20.86331
2022/23	Influenza	Schwangere	1 Dosis	40-49	Brandenburg	BB	Brandenburg	BB	NA	NA	669	20.77728
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Brandenburg	BB	Brandenburg	BB	NA	NA	12048	20.18592
2022/23	Influenza	Schwangere	1 Dosis	15-19	Bremen	HB	Bremen	HB	NA	NA	32	12.5
2022/23	Influenza	Schwangere	1 Dosis	20-24	Bremen	HB	Bremen	HB	NA	NA	172	11.62791
2022/23	Influenza	Schwangere	1 Dosis	25-29	Bremen	HB	Bremen	HB	NA	NA	332	18.07229
2022/23	Influenza	Schwangere	1 Dosis	30-34	Bremen	HB	Bremen	HB	NA	NA	398	22.61307
2022/23	Influenza	Schwangere	1 Dosis	35-39	Bremen	HB	Bremen	HB	NA	NA	268	26.49254
2022/23	Influenza	Schwangere	1 Dosis	40-49	Bremen	HB	Bremen	HB	NA	NA	53	16.98113
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Bremen	HB	Bremen	HB	NA	NA	1255	20.23904
2022/23	Influenza	Schwangere	1 Dosis	15-19	Hamburg	HH	Hamburg	HH	NA	NA	206	16.99029
2022/23	Influenza	Schwangere	1 Dosis	20-24	Hamburg	HH	Hamburg	HH	NA	NA	1163	14.70335
2022/23	Influenza	Schwangere	1 Dosis	25-29	Hamburg	HH	Hamburg	HH	NA	NA	3239	19.54307
2022/23	Influenza	Schwangere	1 Dosis	30-34	Hamburg	HH	Hamburg	HH	NA	NA	5471	27.52696
2022/23	Influenza	Schwangere	1 Dosis	35-39	Hamburg	HH	Hamburg	HH	NA	NA	3618	30.87341
2022/23	Influenza	Schwangere	1 Dosis	40-49	Hamburg	HH	Hamburg	HH	NA	NA	966	30.5383
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Hamburg	HH	Hamburg	HH	NA	NA	14663	25.62231
2022/23	Influenza	Schwangere	1 Dosis	15-19	Hessen	HE	Hessen	HE	NA	NA	553	15.73237
2022/23	Influenza	Schwangere	1 Dosis	20-24	Hessen	HE	Hessen	HE	NA	NA	3918	15.03318
2022/23	Influenza	Schwangere	1 Dosis	25-29	Hessen	HE	Hessen	HE	NA	NA	11248	17.03414
2022/23	Influenza	Schwangere	1 Dosis	30-34	Hessen	HE	Hessen	HE	NA	NA	15796	21.28387
2022/23	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	8653	23.14804
2022/23	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2142	22.17554
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	42310	19.92909
2022/23	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	243	21.8107
2022/23	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1083	20.68329
2022/23	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1811	18.49807
2022/23	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	2525	19.9604
2022/23	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1605	19.12773
2022/23	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	322	22.36025
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	7589	19.69957
2022/23	Influenza	Schwangere	1 Dosis	15-19	Niedersachsen	NI	Niedersachsen	NI	NA	NA	994	15.89537
2022/23	Influenza	Schwangere	1 Dosis	20-24	Niedersachsen	NI	Niedersachsen	NI	NA	NA	5629	16.98348
2022/23	Influenza	Schwangere	1 Dosis	25-29	Niedersachsen	NI	Niedersachsen	NI	NA	NA	14393	18.75912
2022/23	Influenza	Schwangere	1 Dosis	30-34	Niedersachsen	NI	Niedersachsen	NI	NA	NA	18882	22.26989
2022/23	Influenza	Schwangere	1 Dosis	35-39	Niedersachsen	NI	Niedersachsen	NI	NA	NA	9321	23.81719
2022/23	Influenza	Schwangere	1 Dosis	40-49	Niedersachsen	NI	Niedersachsen	NI	NA	NA	2126	23.28316
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Niedersachsen	NI	Niedersachsen	NI	NA	NA	51345	20.905639999999998
2022/23	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1075	16.46512
2022/23	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1198	13.27212
2022/23	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	6418	15.45653
2022/23	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	6240	16.66667
2022/23	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	15629	18.91996
2022/23	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	16499	19.35269
2022/23	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	23804	24.94539
2022/23	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	20150	22.90819
2022/23	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	10094	23.11274
2022/23	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	13347	27.15966
2022/23	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3133	25.50271
2022/23	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2204	21.41561
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	64399	22.83576
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	55392	20.93263
2022/23	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	458	19.869
2022/23	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	2744	14.65015
2022/23	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	7054	17.29515
2022/23	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	9187	21.62839
2022/23	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	4596	22.25849
2022/23	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	1048	21.08779
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	25087	19.70742
2022/23	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	144	14.58333
2022/23	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	733	17.05321
2022/23	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	1585	18.10726
2022/23	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2130	21.03286
2022/23	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1141	23.57581
2022/23	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	231	22.94372
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	5964	20.17103
2022/23	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	540	19.25926
2022/23	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	2494	16.39936
2022/23	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	5090	19.43026
2022/23	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	7454	22.337
2022/23	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	4527	21.64789
2022/23	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	1055	20.18957
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	21160	20.60491
2022/23	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	408	24.7549
2022/23	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1650	21.39394
2022/23	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2643	21.94476
2022/23	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	3271	23.72363
2022/23	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1991	25.31391
2022/23	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	428	23.13084
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	10391	23.22202
2022/23	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	295	20.67797
2022/23	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	1849	19.0914
2022/23	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	4618	21.9359
2022/23	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6275	25.19522
2022/23	Influenza	Schwangere	1 Dosis	35-39	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	3210	25.48287
2022/23	Influenza	Schwangere	1 Dosis	40-49	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	815	23.43558
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	17062	23.54355
2022/23	Influenza	Schwangere	1 Dosis	15-19	Thüringen	TH	Thüringen	TH	NA	NA	283	15.90106
2022/23	Influenza	Schwangere	1 Dosis	20-24	Thüringen	TH	Thüringen	TH	NA	NA	1386	12.77056
2022/23	Influenza	Schwangere	1 Dosis	25-29	Thüringen	TH	Thüringen	TH	NA	NA	2439	16.60517
2022/23	Influenza	Schwangere	1 Dosis	30-34	Thüringen	TH	Thüringen	TH	NA	NA	3281	17.46419
2022/23	Influenza	Schwangere	1 Dosis	35-39	Thüringen	TH	Thüringen	TH	NA	NA	1984	15.625
2022/23	Influenza	Schwangere	1 Dosis	40-49	Thüringen	TH	Thüringen	TH	NA	NA	455	14.28571
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Thüringen	TH	Thüringen	TH	NA	NA	9828	16.02564
2023/24	Influenza	Schwangere	1 Dosis	15-19	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	775	16.12903
2023/24	Influenza	Schwangere	1 Dosis	20-24	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	5872	13.43665
2023/24	Influenza	Schwangere	1 Dosis	25-29	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	18835	14.23945
2023/24	Influenza	Schwangere	1 Dosis	30-34	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	28970	18.84018
2023/24	Influenza	Schwangere	1 Dosis	35-39	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	15720	20.55344
2023/24	Influenza	Schwangere	1 Dosis	40-49	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	3447	18.50885
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	73619	17.55389
2023/24	Influenza	Schwangere	1 Dosis	15-19	Bayern	BY	Bayern	BY	NA	NA	921	13.02932
2023/24	Influenza	Schwangere	1 Dosis	20-24	Bayern	BY	Bayern	BY	NA	NA	6737	13.41844
2023/24	Influenza	Schwangere	1 Dosis	25-29	Bayern	BY	Bayern	BY	NA	NA	21971	13.80001
2023/24	Influenza	Schwangere	1 Dosis	30-34	Bayern	BY	Bayern	BY	NA	NA	33069	18.86964
2023/24	Influenza	Schwangere	1 Dosis	35-39	Bayern	BY	Bayern	BY	NA	NA	18430	21.30765
2023/24	Influenza	Schwangere	1 Dosis	40-49	Bayern	BY	Bayern	BY	NA	NA	4000	20.675
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Bayern	BY	Bayern	BY	NA	NA	85128	17.67926
2023/24	Influenza	Schwangere	1 Dosis	15-19	Berlin	BE	Berlin	BE	NA	NA	490	26.12245
2023/24	Influenza	Schwangere	1 Dosis	20-24	Berlin	BE	Berlin	BE	NA	NA	2561	22.84264
2023/24	Influenza	Schwangere	1 Dosis	25-29	Berlin	BE	Berlin	BE	NA	NA	5728	24.93017
2023/24	Influenza	Schwangere	1 Dosis	30-34	Berlin	BE	Berlin	BE	NA	NA	9137	33.78571
2023/24	Influenza	Schwangere	1 Dosis	35-39	Berlin	BE	Berlin	BE	NA	NA	6595	37.21001
2023/24	Influenza	Schwangere	1 Dosis	40-49	Berlin	BE	Berlin	BE	NA	NA	1763	33.97618
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Berlin	BE	Berlin	BE	NA	NA	26274	31.51785
2023/24	Influenza	Schwangere	1 Dosis	15-19	Brandenburg	BB	Brandenburg	BB	NA	NA	319	18.4953
2023/24	Influenza	Schwangere	1 Dosis	20-24	Brandenburg	BB	Brandenburg	BB	NA	NA	1423	18.13071
2023/24	Influenza	Schwangere	1 Dosis	25-29	Brandenburg	BB	Brandenburg	BB	NA	NA	2772	20.02165
2023/24	Influenza	Schwangere	1 Dosis	30-34	Brandenburg	BB	Brandenburg	BB	NA	NA	3539	23.11387
2023/24	Influenza	Schwangere	1 Dosis	35-39	Brandenburg	BB	Brandenburg	BB	NA	NA	2613	22.23498
2023/24	Influenza	Schwangere	1 Dosis	40-49	Brandenburg	BB	Brandenburg	BB	NA	NA	611	23.56792
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Brandenburg	BB	Brandenburg	BB	NA	NA	11277	21.41527
2023/24	Influenza	Schwangere	1 Dosis	15-19	Bremen	HB	Bremen	HB	NA	NA	40	7.5
2023/24	Influenza	Schwangere	1 Dosis	20-24	Bremen	HB	Bremen	HB	NA	NA	199	19.59799
2023/24	Influenza	Schwangere	1 Dosis	25-29	Bremen	HB	Bremen	HB	NA	NA	321	21.1838
2023/24	Influenza	Schwangere	1 Dosis	30-34	Bremen	HB	Bremen	HB	NA	NA	394	27.66497
2023/24	Influenza	Schwangere	1 Dosis	35-39	Bremen	HB	Bremen	HB	NA	NA	263	27.75665
2023/24	Influenza	Schwangere	1 Dosis	40-49	Bremen	HB	Bremen	HB	NA	NA	58	25.86207
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Bremen	HB	Bremen	HB	NA	NA	1275	24.07843
2023/24	Influenza	Schwangere	1 Dosis	15-19	Hamburg	HH	Hamburg	HH	NA	NA	201	17.41294
2023/24	Influenza	Schwangere	1 Dosis	20-24	Hamburg	HH	Hamburg	HH	NA	NA	1180	18.05085
2023/24	Influenza	Schwangere	1 Dosis	25-29	Hamburg	HH	Hamburg	HH	NA	NA	3125	20.352
2023/24	Influenza	Schwangere	1 Dosis	30-34	Hamburg	HH	Hamburg	HH	NA	NA	5189	28.46406
2023/24	Influenza	Schwangere	1 Dosis	35-39	Hamburg	HH	Hamburg	HH	NA	NA	3577	32.65306
2023/24	Influenza	Schwangere	1 Dosis	40-49	Hamburg	HH	Hamburg	HH	NA	NA	880	29.09091
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Hamburg	HH	Hamburg	HH	NA	NA	14152	26.74534
2023/24	Influenza	Schwangere	1 Dosis	15-19	Hessen	HE	Hessen	HE	NA	NA	535	14.57944
2023/24	Influenza	Schwangere	1 Dosis	20-24	Hessen	HE	Hessen	HE	NA	NA	3806	16.34262
2023/24	Influenza	Schwangere	1 Dosis	25-29	Hessen	HE	Hessen	HE	NA	NA	10643	17.98365
2023/24	Influenza	Schwangere	1 Dosis	30-34	Hessen	HE	Hessen	HE	NA	NA	15014	22.95857
2023/24	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	8880	23.76126
2023/24	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2126	22.48354
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	41004	21.09306
2023/24	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	247	21.05263
2023/24	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1040	20.19231
2023/24	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1805	20.49861
2023/24	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	2078	21.9923
2023/24	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1553	18.54475
2023/24	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	352	19.03409
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	7075	20.40989
2023/24	Influenza	Schwangere	1 Dosis	15-19	Niedersachsen	NI	Niedersachsen	NI	NA	NA	909	16.28163
2023/24	Influenza	Schwangere	1 Dosis	20-24	Niedersachsen	NI	Niedersachsen	NI	NA	NA	5468	17.28237
2023/24	Influenza	Schwangere	1 Dosis	25-29	Niedersachsen	NI	Niedersachsen	NI	NA	NA	14021	19.96291
2023/24	Influenza	Schwangere	1 Dosis	30-34	Niedersachsen	NI	Niedersachsen	NI	NA	NA	17978	23.69563
2023/24	Influenza	Schwangere	1 Dosis	35-39	Niedersachsen	NI	Niedersachsen	NI	NA	NA	9269	24.28525
2023/24	Influenza	Schwangere	1 Dosis	40-49	Niedersachsen	NI	Niedersachsen	NI	NA	NA	2040	21.91176
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Niedersachsen	NI	Niedersachsen	NI	NA	NA	49685	21.83758
2023/24	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1146	17.62653
2023/24	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1033	16.55373
2023/24	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	6118	17.3913
2023/24	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	6342	17.17124
2023/24	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	15833	19.40251
2023/24	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	15009	19.08188
2023/24	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	19722	24.76929
2023/24	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	23041	25.28102
2023/24	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	13225	27.46314
2023/24	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	9925	24.57431
2023/24	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2123	23.12765
2023/24	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3151	25.96001
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	62738	23.33195
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	53930	22.0916
2023/24	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	415	17.10843
2023/24	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	2505	16.96607
2023/24	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	6683	19.70672
2023/24	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	8933	22.97101
2023/24	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	4582	23.61414
2023/24	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	1006	24.15507
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	24124	21.51385
2023/24	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	158	17.08861
2023/24	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	740	21.75676
2023/24	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	1532	19.51697
2023/24	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2006	23.13061
2023/24	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1087	23.64305
2023/24	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	230	23.04348
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	5753	21.919
2023/24	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	519	19.26782
2023/24	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	2398	18.22352
2023/24	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	4829	20.00414
2023/24	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	6152	24.18726
2023/24	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	4392	22.85974
2023/24	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	1027	22.10321
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	19317	21.8564
2023/24	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	362	25.13812
2023/24	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1525	23.60656
2023/24	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2600	21.53846
2023/24	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2970	25.01684
2023/24	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1848	24.35065
2023/24	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	437	24.94279
2023/24	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	9742	23.74256
2023/24	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	298	20.80537
2023/24	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	1838	20.89227
2023/24	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	4387	22.27034
2023/24	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6107	26.21582
