Berichtszeitpunkt	Impfung	Zielgruppe	Impfstatus	Altersgruppe	Bundesland_Name	Bundesland_short	KV_Region_Name	KV_Region_short	Landkreis_Name	Regionalschluessel_Kreis	Bevoelkerung_Gewicht	Impfquote
2016/17	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	10366	11.15184
2016/17	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2080	9.18269
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	52797	9.91912
2016/17	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	379	13.98417
2016/17	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1317	13.81929
2016/17	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	4191	13.24266
2016/17	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	3900	13.38462
2016/17	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1803	13.25568
2016/17	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	262	11.0687
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	11852	13.33108
2016/17	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1956	8.99796
2016/17	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1727	11.52287
2016/17	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	8957	11.45473
2016/17	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	9701	9.39078
2016/17	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	23464	9.58916
2016/17	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	21199	10.8307
2016/17	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	23648	11.54009
2016/17	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	28163	10.60611
2016/17	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	15962	11.36449
2016/17	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	11905	11.84376
2016/17	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2284	10.28897
2016/17	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3221	11.79758
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	69720	11.32387
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	82467	10.32898
2016/17	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	728	9.06593
2016/17	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	3577	8.58261
2016/17	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	9337	8.25747
2016/17	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	10130	8.32182
2016/17	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	5237	9.50926
2016/17	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	979	9.09091
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	29988	8.58343
2016/17	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	263	11.02662
2016/17	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	1001	11.08891
2016/17	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	2295	10.93682
2016/17	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2295	9.76035
2016/17	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1095	10.59361
2016/17	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	211	11.37441
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	7160	10.54469
2016/17	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	815	13.25153
2016/17	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	3129	11.12176
2016/17	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	11587	12.94554
2016/17	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	12048	13.85292
2016/17	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	5711	14.67344
2016/17	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	983	14.24212
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	34273	13.4304
2016/17	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	620	15.96774
2016/17	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1975	17.46835
2016/17	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	5599	17.98535
2016/17	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	5141	19.8405
2016/17	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2262	20.73386
2016/17	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	337	18.9911
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	15934	18.85277
2016/17	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	558	14.87455
2016/17	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	2609	12.15025
2016/17	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6189	11.26192
2016/17	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6738	11.47225
2016/17	Influenza	Schwangere	1 Dosis	35-39	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	3614	11.53846
2016/17	Influenza	Schwangere	1 Dosis	40-49	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	700	12.57143
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	20408	11.63759
2016/17	Influenza	Schwangere	1 Dosis	15-19	Thüringen	TH	Thüringen	TH	NA	NA	462	9.52381
2016/17	Influenza	Schwangere	1 Dosis	20-24	Thüringen	TH	Thüringen	TH	NA	NA	1691	8.92963
2016/17	Influenza	Schwangere	1 Dosis	25-29	Thüringen	TH	Thüringen	TH	NA	NA	5618	10.25276
2016/17	Influenza	Schwangere	1 Dosis	30-34	Thüringen	TH	Thüringen	TH	NA	NA	5471	10.21751
2016/17	Influenza	Schwangere	1 Dosis	35-39	Thüringen	TH	Thüringen	TH	NA	NA	2469	9.47752
2016/17	Influenza	Schwangere	1 Dosis	40-49	Thüringen	TH	Thüringen	TH	NA	NA	435	11.72414
2016/17	Influenza	Schwangere	1 Dosis	Gesamt	Thüringen	TH	Thüringen	TH	NA	NA	16146	10.00248
2017/18	Influenza	Schwangere	1 Dosis	15-19	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	1174	6.21806
2017/18	Influenza	Schwangere	1 Dosis	20-24	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	8627	7.83586
2017/18	Influenza	Schwangere	1 Dosis	25-29	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	26858	8.2024
2017/18	Influenza	Schwangere	1 Dosis	30-34	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	34912	9.03987
2017/18	Influenza	Schwangere	1 Dosis	35-39	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	18816	10.00744
2017/18	Influenza	Schwangere	1 Dosis	40-49	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	3665	8.54025
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	94052	8.82916
2017/18	Influenza	Schwangere	1 Dosis	15-19	Bayern	BY	Bayern	BY	NA	NA	1458	8.77915
2017/18	Influenza	Schwangere	1 Dosis	20-24	Bayern	BY	Bayern	BY	NA	NA	9750	7.35385
2017/18	Influenza	Schwangere	1 Dosis	25-29	Bayern	BY	Bayern	BY	NA	NA	31704	6.96758
2017/18	Influenza	Schwangere	1 Dosis	30-34	Bayern	BY	Bayern	BY	NA	NA	41319	8.45374
2017/18	Influenza	Schwangere	1 Dosis	35-39	Bayern	BY	Bayern	BY	NA	NA	22709	8.89075
2017/18	Influenza	Schwangere	1 Dosis	40-49	Bayern	BY	Bayern	BY	NA	NA	4423	9.13407
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Bayern	BY	Bayern	BY	NA	NA	111363	8.05474
2017/18	Influenza	Schwangere	1 Dosis	15-19	Berlin	BE	Berlin	BE	NA	NA	708	17.93785
2017/18	Influenza	Schwangere	1 Dosis	20-24	Berlin	BE	Berlin	BE	NA	NA	3387	16.50428
2017/18	Influenza	Schwangere	1 Dosis	25-29	Berlin	BE	Berlin	BE	NA	NA	9335	14.34387
2017/18	Influenza	Schwangere	1 Dosis	30-34	Berlin	BE	Berlin	BE	NA	NA	12743	15.0514
2017/18	Influenza	Schwangere	1 Dosis	35-39	Berlin	BE	Berlin	BE	NA	NA	8109	15.85892
2017/18	Influenza	Schwangere	1 Dosis	40-49	Berlin	BE	Berlin	BE	NA	NA	1835	14.6049
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Berlin	BE	Berlin	BE	NA	NA	36117	15.21998
2017/18	Influenza	Schwangere	1 Dosis	15-19	Brandenburg	BB	Brandenburg	BB	NA	NA	453	15.67329
2017/18	Influenza	Schwangere	1 Dosis	20-24	Brandenburg	BB	Brandenburg	BB	NA	NA	1635	12.78287
2017/18	Influenza	Schwangere	1 Dosis	25-29	Brandenburg	BB	Brandenburg	BB	NA	NA	5209	13.86063
2017/18	Influenza	Schwangere	1 Dosis	30-34	Brandenburg	BB	Brandenburg	BB	NA	NA	6169	13.79478
2017/18	Influenza	Schwangere	1 Dosis	35-39	Brandenburg	BB	Brandenburg	BB	NA	NA	3037	13.53309
2017/18	Influenza	Schwangere	1 Dosis	40-49	Brandenburg	BB	Brandenburg	BB	NA	NA	616	11.85065
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Brandenburg	BB	Brandenburg	BB	NA	NA	17119	13.6515
2017/18	Influenza	Schwangere	1 Dosis	15-19	Bremen	HB	Bremen	HB	NA	NA	188	13.29787
2017/18	Influenza	Schwangere	1 Dosis	20-24	Bremen	HB	Bremen	HB	NA	NA	867	16.0323
2017/18	Influenza	Schwangere	1 Dosis	25-29	Bremen	HB	Bremen	HB	NA	NA	1821	15.8704
2017/18	Influenza	Schwangere	1 Dosis	30-34	Bremen	HB	Bremen	HB	NA	NA	2014	16.93148
2017/18	Influenza	Schwangere	1 Dosis	35-39	Bremen	HB	Bremen	HB	NA	NA	1169	17.96407
2017/18	Influenza	Schwangere	1 Dosis	40-49	Bremen	HB	Bremen	HB	NA	NA	238	20.16807
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Bremen	HB	Bremen	HB	NA	NA	6297	16.70637
2017/18	Influenza	Schwangere	1 Dosis	15-19	Hamburg	HH	Hamburg	HH	NA	NA	320	10.625
2017/18	Influenza	Schwangere	1 Dosis	20-24	Hamburg	HH	Hamburg	HH	NA	NA	1559	9.30083
2017/18	Influenza	Schwangere	1 Dosis	25-29	Hamburg	HH	Hamburg	HH	NA	NA	4425	8.88136
2017/18	Influenza	Schwangere	1 Dosis	30-34	Hamburg	HH	Hamburg	HH	NA	NA	6880	10.15988
2017/18	Influenza	Schwangere	1 Dosis	35-39	Hamburg	HH	Hamburg	HH	NA	NA	4581	10.34709
2017/18	Influenza	Schwangere	1 Dosis	40-49	Hamburg	HH	Hamburg	HH	NA	NA	995	10.05025
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Hamburg	HH	Hamburg	HH	NA	NA	18760	9.83475
2017/18	Influenza	Schwangere	1 Dosis	15-19	Hessen	HE	Hessen	HE	NA	NA	886	11.39955
2017/18	Influenza	Schwangere	1 Dosis	20-24	Hessen	HE	Hessen	HE	NA	NA	5709	11.26292
2017/18	Influenza	Schwangere	1 Dosis	25-29	Hessen	HE	Hessen	HE	NA	NA	14931	11.31873
2017/18	Influenza	Schwangere	1 Dosis	30-34	Hessen	HE	Hessen	HE	NA	NA	18202	12.93264
2017/18	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	10583	13.03033
2017/18	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2277	11.94554
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	52588	12.24424
2017/18	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	364	15.10989
2017/18	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1219	16.8991
2017/18	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	3887	18.0602
2017/18	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	4073	16.94083
2017/18	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1842	16.06949
2017/18	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	344	12.2093
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	11729	16.97502
2017/18	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1777	10.69218
2017/18	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1584	14.45707
2017/18	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	8621	13.67591
2017/18	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	9363	10.62694
2017/18	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	23323	10.79621
2017/18	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	21178	13.17405
2017/18	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	24281	13.75149
2017/18	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	28799	13.07684
2017/18	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	16819	13.53231
2017/18	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	12222	13.9748
2017/18	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2392	13.8796
2017/18	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3362	14.75312
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	70278	13.62731
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	83443	12.27305
2017/18	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	681	9.69163
2017/18	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	3835	9.93481
2017/18	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	9467	9.68628
2017/18	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	10504	11.37662
2017/18	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	5480	11.71533
2017/18	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	1016	11.22047
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	30983	10.69942
2017/18	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	215	18.60465
2017/18	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	972	15.74074
2017/18	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	2105	12.87411
2017/18	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2360	14.15254
2017/18	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1181	15.32599
2017/18	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	229	13.10044
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	7062	14.28774
2017/18	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	757	15.19155
2017/18	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	3006	14.30472
2017/18	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	10595	16.45116
2017/18	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	12439	17.44513
2017/18	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	5804	18.07374
2017/18	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	1103	15.77516
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	33704	16.85557
2017/18	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	551	21.41561
2017/18	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1847	21.71088
2017/18	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	5029	22.27083
2017/18	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	5129	22.44102
2017/18	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2317	23.26284
2017/18	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	401	25.93516
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	15274	22.4761
2017/18	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	494	13.36032
2017/18	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	2554	13.19499
2017/18	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6525	12.38314
2017/18	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	7548	11.28776
2017/18	Influenza	Schwangere	1 Dosis	35-39	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	4099	10.9051
2017/18	Influenza	Schwangere	1 Dosis	40-49	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	838	11.93317
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	22058	11.83244
2017/18	Influenza	Schwangere	1 Dosis	15-19	Thüringen	TH	Thüringen	TH	NA	NA	417	9.83213
2017/18	Influenza	Schwangere	1 Dosis	20-24	Thüringen	TH	Thüringen	TH	NA	NA	1737	11.16868
2017/18	Influenza	Schwangere	1 Dosis	25-29	Thüringen	TH	Thüringen	TH	NA	NA	4944	12.94498
2017/18	Influenza	Schwangere	1 Dosis	30-34	Thüringen	TH	Thüringen	TH	NA	NA	5320	12.33083
2017/18	Influenza	Schwangere	1 Dosis	35-39	Thüringen	TH	Thüringen	TH	NA	NA	2465	11.96755
2017/18	Influenza	Schwangere	1 Dosis	40-49	Thüringen	TH	Thüringen	TH	NA	NA	425	11.764709999999999
2017/18	Influenza	Schwangere	1 Dosis	Gesamt	Thüringen	TH	Thüringen	TH	NA	NA	15308	12.25503
2018/19	Influenza	Schwangere	1 Dosis	15-19	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	1128	7.89007
2018/19	Influenza	Schwangere	1 Dosis	20-24	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	8141	8.67215
2018/19	Influenza	Schwangere	1 Dosis	25-29	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	25864	9.56155
2018/19	Influenza	Schwangere	1 Dosis	30-34	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	35400	10.98588
2018/19	Influenza	Schwangere	1 Dosis	35-39	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	18919	12.64866
2018/19	Influenza	Schwangere	1 Dosis	40-49	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	3701	11.26723
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	93153	10.6996
2018/19	Influenza	Schwangere	1 Dosis	15-19	Bayern	BY	Bayern	BY	NA	NA	1296	6.71296
2018/19	Influenza	Schwangere	1 Dosis	20-24	Bayern	BY	Bayern	BY	NA	NA	9373	8.1084
2018/19	Influenza	Schwangere	1 Dosis	25-29	Bayern	BY	Bayern	BY	NA	NA	30596	8.4194
2018/19	Influenza	Schwangere	1 Dosis	30-34	Bayern	BY	Bayern	BY	NA	NA	41575	10.65063
2018/19	Influenza	Schwangere	1 Dosis	35-39	Bayern	BY	Bayern	BY	NA	NA	22909	12.33576
2018/19	Influenza	Schwangere	1 Dosis	40-49	Bayern	BY	Bayern	BY	NA	NA	4489	12.05168
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Bayern	BY	Bayern	BY	NA	NA	110238	10.17616
2018/19	Influenza	Schwangere	1 Dosis	15-19	Berlin	BE	Berlin	BE	NA	NA	650	17.53846
2018/19	Influenza	Schwangere	1 Dosis	20-24	Berlin	BE	Berlin	BE	NA	NA	3237	20.29657
2018/19	Influenza	Schwangere	1 Dosis	25-29	Berlin	BE	Berlin	BE	NA	NA	8469	18.73893
2018/19	Influenza	Schwangere	1 Dosis	30-34	Berlin	BE	Berlin	BE	NA	NA	13063	20.17148
2018/19	Influenza	Schwangere	1 Dosis	35-39	Berlin	BE	Berlin	BE	NA	NA	8302	21.3563
2018/19	Influenza	Schwangere	1 Dosis	40-49	Berlin	BE	Berlin	BE	NA	NA	1819	20.8906
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Berlin	BE	Berlin	BE	NA	NA	35540	20.10692
2018/19	Influenza	Schwangere	1 Dosis	15-19	Brandenburg	BB	Brandenburg	BB	NA	NA	429	14.68531
2018/19	Influenza	Schwangere	1 Dosis	20-24	Brandenburg	BB	Brandenburg	BB	NA	NA	1584	13.95202
2018/19	Influenza	Schwangere	1 Dosis	25-29	Brandenburg	BB	Brandenburg	BB	NA	NA	4642	15.46747
2018/19	Influenza	Schwangere	1 Dosis	30-34	Brandenburg	BB	Brandenburg	BB	NA	NA	6150	16.61789
2018/19	Influenza	Schwangere	1 Dosis	35-39	Brandenburg	BB	Brandenburg	BB	NA	NA	3165	16.77725
2018/19	Influenza	Schwangere	1 Dosis	40-49	Brandenburg	BB	Brandenburg	BB	NA	NA	600	16.16667
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Brandenburg	BB	Brandenburg	BB	NA	NA	16570	16.00483
2018/19	Influenza	Schwangere	1 Dosis	15-19	Bremen	HB	Bremen	HB	NA	NA	172	19.18605
2018/19	Influenza	Schwangere	1 Dosis	20-24	Bremen	HB	Bremen	HB	NA	NA	834	15.58753
2018/19	Influenza	Schwangere	1 Dosis	25-29	Bremen	HB	Bremen	HB	NA	NA	1690	17.45562
2018/19	Influenza	Schwangere	1 Dosis	30-34	Bremen	HB	Bremen	HB	NA	NA	1953	20.63492
2018/19	Influenza	Schwangere	1 Dosis	35-39	Bremen	HB	Bremen	HB	NA	NA	1175	21.61702
2018/19	Influenza	Schwangere	1 Dosis	40-49	Bremen	HB	Bremen	HB	NA	NA	300	21
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Bremen	HB	Bremen	HB	NA	NA	6124	19.23579
2018/19	Influenza	Schwangere	1 Dosis	15-19	Hamburg	HH	Hamburg	HH	NA	NA	248	10.08065
2018/19	Influenza	Schwangere	1 Dosis	20-24	Hamburg	HH	Hamburg	HH	NA	NA	1504	9.84043
2018/19	Influenza	Schwangere	1 Dosis	25-29	Hamburg	HH	Hamburg	HH	NA	NA	4248	9.08663
2018/19	Influenza	Schwangere	1 Dosis	30-34	Hamburg	HH	Hamburg	HH	NA	NA	6818	12.61367
